Text	Label
﻿uầy bác này nói trúng những suy_nghĩ của em từ lúc cái AW nó xuất_hiện = ) ) Thích nhất cái số 2 mà bác nói . . Chuẩn ko thể chỉnh . Đi tập gym ghét cứ phải nhét cái ip_6 + trong túi . Để ở ngoài ( kế bên ) lúc tập thì sợ tập xong đứng lên lại quên cầm . Để trong locker thì lại sợ missed calls với dropped emails ... ... cái thứ 3 về vụ đồng_bộ thì rõ_ràng Bluetooth là cái thứ sóng yếu , lỗi đồng_bộ và dễ bị cản sóng . mà càng cản thì càng hao pin để quét và giữ kết_nối ... ...	False
Về_Vn thì đúng nghĩa_là 1 cái đồng_hồ thật	False
Uh . Nếu coi tít báo rồi thấy cái nào_hay thì mở ip ra coi . Nhưng nói_chung mình cảm_thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu , mà chủ_yếu nhận noti sms , email , time là chính . Ngay cả cái thời_tiết hay nhịp tim cũng chẳng quan_tâm mấy đâu . Sau_này thời_lượng pin với cả màn_hình aw to lên nữa thì mới nhiều ứng_dụng đc . Hiện_tại mình thấy ko cần co dù mình sống ở úc . .	False
﻿em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn . ngoài chức_năng đo nhịp tim đếm calo vs số bước chạy thì 90% là a có_thể dùng trên đt với màn_hình to hơn và thông_tin chi_tiết hơn . Aw chỉ có_ích với 1 phần nhỏ những người có đặc_thù công_việc như anh Đắc chứ ko thể phổ_cập như 1 chiếc đt được . Thế nên e thấy tương_lai nó cũng cjir như smart_watch của các hãng khác , giới_thiệu hoành_tráng rồi chìm dần thôi .	False
Chủ_yếu các chức_năng hoa_lá_cành , show hàng là chính . Nhất_là những app như trình_diễn PPT bằng cái đồng_hồ bé_tí , pin yếu . Nhiều chức_năng khác thì dùng luôn trên iphone hay ipad cho hiệu_quả cao hơn , lại đỡ phải đeo thêm 1 thiết_bị điện_tử luôn blutooth phải bật .	False
Không thấy thuyết_phục để mua AW	False
﻿èo , ở mỹ mà vẫn thường_xuyên phai dành 6h bay đi bay lại để họp à . về Việt_Nam sống đi bạn . với trình_độ của bạn chắc_chắn chả cần ra khỏi nhà , như ông sếp cũ của mình có thấy đến cty bao_giờ . quên , chưa đựoc dùng bao_giờ nên muốn hỏi bạn chút . nó có camera không , mình muốn đeo nó ở chân để soi nên trên quá . có chức_năng ra_lệnh bằng giọng nói không , có thì nó có hơn điện_thoại không , mình không thích đứng giữa đường nói lảm_nhảm . mà cái màn_hình bé vậy chắc mình bấm không nổi . nó có_thể kết_nối đến máy_chiếu và máy_in qua mạng không dây không , theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng_hồ như kiểu điều_khiển_từ_xa . nếu_vậy mình kết_nối đt với máy_chiếu qua mạng wf rồi cầm đt dùng luôn_tiện hơn . nó có tính_năng gì nhận_biét mình đang nhìn vô nó không , hay_là lúc_nào nó cũng sáng or là muốn nhìn phải ấn hay lắc . đêm đeo mà nó sáng có_vẻ dị nhỉ , giống mấy cái đồng_hồ phát_quang quá . đựoc_cái là không sợ bị nguời khác đung vô . lúc nhận tin nhắn hay e mail mình có_thể soạn tin trả_lời không , hay lại phải rút đt ra trả_lời . à nó có sạc không dây không , và dùng nó có nóng không . nếu nóng mình sẽ mua nó dùng vào mùa_đông . có_lẽ có lợi cho sức_khỏe . còn nữa khi nên máy_bay có cần tắt đồng_hồ không bạn . nhu_cầu mình có thế thôi . mình không biết_mấy cái chức_năng thanh_toán đó thế_nào vì không có để dùng . bên mmỹ sống tiện thật . nhưng mình không cần vì lúc_nào cũng phải mang theo ví để đựng giấy_tờ , chỗ mình không mang thẻ với hộ_chiếu mà bị cảnh_sát hỏi là có vấn_đề . hơn_nữa đt cũng có chức_năng đó .	False
Mua đt khác lại phải nhét túi quần à ? Nếu gắn sim dc trên đồng hhồ thì chỉ cần giơ tay ra xem ai gọi tới và bấm tai_nghe blt là mghe luôn thôi . Thiét bị liên_lạc cực lỳ di_động bao_gồm 1 smw + tai blt kẹp áo . Còn smp , tablet vứt cốp xe , vứt trong cặp oke ? Chứ còn đeo smw mà túi quần vẫn cồm_cộm cái đt to vật và fai rut đt ra nghe hoặc đưa đh lên miệng alo thì vứt đh đi cho_xong	False
rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm_tin hả , sim trên sw là số khác nhé , còn nếu dùng dịch_vụ chuyển cuộc_gọi thì khi nghe cũng bị tính tiền như khi gọi nhé , chơi chuyển_hướng một ngày nhận chục cuộc_gọi thôi là tháy tiền ra_đi vì đâu rồi , sao còn í định dùng sw có sim nữa không	False
Thực_ra tiện nhưng lại ko tiện . Ví_dụ muốn nghe cuộc_gọi đến SIM chính thì_phải chuyển cuộc_gọi , tự_nhiên lại tốn tiền . Chưa kể nếu có ai nhắn đến SIM chính cũng không biết luôn . Ngoài_ra khi muốn gọi thì lại phải gọi từ SIM trên watch , như_vậy mọi người sẽ rất bối_rối với 2 số của bạn . Ngoài_ra ở nước_ngoài việc duy_trì 2 SIM với 2 số điện_thoại là tốn_kém và không cần_thiết , mỗi line điện_thoại tốn $ 40 - $ 50 chứ không ít . Nếu coi watch không phải thiết_bị " nối dài " của phone mà là thiết_bị độc_lập thì cũng tốt , tuy_nhiên sẽ cần một thời_gian nữa để nó có_thể thực_sự hoạt_động độc_lập được , đặc_biệt là về pin . Hy_vọng tương_lai 5-7 năm nữa thì smartphone cũng không cần , chỉ cần 2 thiết_bị : smartwatch với tablet lai laptop là đủ	False
bạn cho mình hỏi , thực_tế với những gì bạn dùng thì pin được bao_lâu . nói thật_là nghĩ đến pin aw là mình ko muốn dùng nhưng cứ hỏi đã vì dùng mà cứ phải sạc mỗi tối thì đúng là mệt thật . sạc cái phone đã ngại rồi .	False
﻿Thế tức_là sw vãn phải kết_nối với phone còn gì Nói túm lại nếu vẫn cần kết_nối giữa watch và phone thì SIM trên watch không để làm_gì . Nếu_không có kết_nối thì SIM trên watch mới có tác_dụng và cũng chỉ là để duy cập Internet chứ gọi thì tự_nhiên gọi từ 1 số SIM lạ hoặc chưa chắc người khác đã nghe máy . SIM trên watch cũng tốt nhưng chỉ nên là SIM data như i_Pad thôi , chức_năng nghe gọi ko cần lắm .	False
﻿Sau một thời_gian sử_dụng AW mình thấy một_số điểm chưa hài_lòng : - Không đi bơi được , ngày nào mình cũng đi tập gym song đi bơi luôn ... nhưng phải tháo ra rất bực_mình do để trong tủ đồ công_cộng sợ bị móc chộm . - Quá phụ_thuộc vào i_Phone ... tính_năng nghe gọi , nhắn_tin hầu_như không có tác_dụng , khi mà i_Phone kè_kè bên mình ... trừ lúc vào toilet đi ị ... lúc đó có điện_thoại nghe gọi_là ổn nhất . - Ở_VN ko sài được Apple_Pay ... tính_năng này có cũng_như ko . - Mặt AW luôn tối thui ... như cái đồng_hồ rụng kim ... Ps : nhình chung dùng cho_biết thôi . . sau một thời_gian 3-4 tháng sẽ thấy nhàm_chán và ko sử_dụng được nhiều ... tối về lại phải cắm thêm sạc . Quên là hôm_sau khỏi dùng	False
chưa thấy đáng tiền lắm	False
﻿Apple watch thực_sự mà nói mình sài thấy chỉ đón giản là xem giờ , coi noti , có tập thể_thao thì em nó hữu_ích ( nhưng cũng có nhiều loại khác đo chính_xác ko kém mà rẻ hơn ) . Và cái mình đánh_giá cao là sự thời_trang bởi dây của aw thay cực dễ , và khá đẹp . Tuy_nhiên không phải ko thất_vọng . Phần_cứng thất_vọng khá nhiều . Mình sài sport_space_gray . Màn_hình thì cực dễ trầy , không phải trầy to nhìn thấy được , mà nó có dăm dăm , chiếu đèn thì thấy không thì cũng khá khó thấy . Ngoài_ra cái màu space_gray nó ko phải mà trên iphone_6 , mình thấy nó giống với hồi ip_5 , và một vấn_đề khác xuất_hiện , đó là mình chả làm_gì , mà sơn nó cũng tự tróc lên , ko quá nhiều nhưng cũng 1 vài lổ nhỏ , trong góc của cái nút , tự hỏi tróc sao ko tróc ngoài bề_mặt , tróc trong hóc , không bị tác_động gì mà cũng tróc . Mình thì ko biết các màu khác thế_nào , space_gray đúng là đẹp , nhueng thật_sự ko bền . Với mình , 10tr mình mong có 1 sp tốt hơn là hiện_giờ . Chả hiểu apple gần đây sao chứ mình thấy làm_ăn sống_nhăn .	False
Nhìn giống đồng_hồ em bé quá	False
﻿Đã xấu còn đắt Giá này hốt con Moto_2 hay AW cho_rồi ...	False
Smw đầu_tiên phải là 1 cái đồng_hồ đúng nghĩa , đẹp sang , báo giờ 24/24 . Sau đó là nhỏ gọn , pin dùng 2,3 ngày báo có cuộc_gọi đến , lịch hẹn , hiển_thị được thông_báo và tin nhắn vậy thôi tham gì cho nó to_tổ_bố chức_năng thừa_thãi không hữu_dụng	False
Vãi cả quẩng cáo cho nhà sam . S2 có cửa đòi ngồi chung mâm các con khác . Huawei the best sw còn chưa lên_tiếng thì con sam kia nhìn đê_tiện .	False
Cái mặt đồng_hồ chả hợp với dây da quái gì _	False
Hiển_thị kém thì mất tác_dụng nhỉ	False
nhìn đẹp quá mà chạy android là thấy không muốn mua rồi thích cái nào nghiêm_túc hơn , phù_hợp đo vận_động hơn Garmin , Fitbit thẳng tiến	False
﻿Chống nước IP x8 thì chỉ tương_đương 10m , thua xa Garmin_Vivosmart_HR ( 50m ) mà_còn làm_giá . Polar chỉ_được_cái phần_mềm thôi chứ tính_năng phần_cứng thua xa Vivosmart_HR . Giá VHR thì chỉ tầm 1/2 giá M600 này .	False
đắt và pin yếu là 2 nhược_điểm chính	False
Vừa ngó qua app trên GPlay thấy bị đánh_giá tệ quá ( điểm thấp ) , lại bắt phải cho truy_cập đủ thứ chứ !	False
Kết_nối như_thế chắc bác phát điên mất , vì hơi tí là rung . Với mình chỉ để cuộc_gọi thôi , vì đi đường mình để đt trong balo . Minh xài pin tầm tháng rưỡi luôn	False
Theo em thấy thì_có 2 vấn_đề : 1 . dây đeo mới cho vào cái hư luôn https : / / drive.google.com/file/d/0B5HmAZf5BrURY0ZUN3l3VWMwV2c/view ? usp = sharing 151015-105213.jpg drive.google.com 2 . Toàn khoản Mi khi tạo rồi thì không_thể delete được . https : / / drive.google.com/file/d/0B5HmAZf5BrURZHlFdFJPcHhDa3M/view ? usp = sharing Xiaomi.png drive.google.com Các bác có ý_kiến gì ko ?	False
Dung trên OS chán bo mẹ , chẳng có chức_năng gì cả	False
nản qá , xài ios k có cái gì ngoài báo_thức vs nhận cuộc_gọi , zalo facebook tin nhắn , phế hết	False
Mà mở khoá bằng bluetooth mình cảm_thấy ko hay lắm , để trong túi quần cấn nút nguồn cái nó mở luôn , để dt đâu_đó mấy đứa khác nó lén lấy xem Japan_Anti_Virut thì mệt nữa haaaa , cứ mở khoá bằng vân tay cho chắc cú . gởi từ Nokia1202 của tôi	False
﻿Đã xài qua Mi_Pulse_1S thì thấy nó có 2 cái dở : 1 là tracking bước chân và activities không chính_xác so với Misfit_Shine , 2 là cực_kỳ hao pin điện_thoại nếu để nó kết_nối Bluetooth thường_trực . Còn một điểm trừ là không coi được giờ . Cái điểm trừ được cải_thiện với Mi_Band 2 nhưng 2 cái kia không biết sao ...	False
﻿Cá_nhân mình xài qua Misfit_Shine thì thấy độ_chính_xác trong việc tracking activities của Xiaomi còn kém lắm . Ngồi xe_buýt , xe_máy mà cũng đếm bước chân . Còn Shine thì không , shine track được khi nào chơi thể_thao hay đang đi xe ... .	False
Cái vòng này đeo đo vớ_vẩn kinh .	False
﻿Con i_5 + vừa dầy vừa xấu hơn . cảm_nhận cá_nhân thôi	False
Hic , mình đã mua , sử_dụng hơn 1 tuần thì xảy_ra vấn_đề lỗi khá nghiêm_trọng sau 2 ngày này , giấc_ngủ nó không theo_dõi nữa , báo là không có data , nhục hơn là nó bị khùng nhập vô thông_tin bước_đi , trong lúc mình ngủ , nó báo mình đi cả 2 km , vãi đạn , chán ghê Các bro xem lỗi ở đây nhé https : / / goo.gl/photos/DfXh6yKUgsXzQrWB6 hic , có ai bị giống mình không ?	False
﻿thế_thì quất thôi , chứ con miband_1s của e bên ios hỗ_trợ tệ quá ko có chức_năng j	False
ổ_cứng dung_lượng này thì một thời_gian là đầy rất ức_chế . mấy con này dùng cho cá_nhân thì ko ổn roài . lấy con E200 của Asus cũng mỏng nhẹ vầy có ổ SSD ngon hơn	False
﻿Con này các linh_kiện hàn chết , khỏi làm module cho đỡ tốn tiền làm cổng kết_nối . Ce_N3060 cõ hỗ_trợ Sata và PCIe và thông_số ghi SSD , nhưng thực_tế các dòng này chỉ được trang_bị e_MMC cho rẻ . Nôm_na về bản_chất các máy này là mua windows + office bản_quyền được tặng phần_cứng để xài	False
﻿Hóng rx_470 ấy chứ 480 bị chê p / p rồi	False
ời mình mới tìm_hiểu thấy thua 960 . . với giá khoảng 3tr chơi game cũng ngon lắm rồi	False
﻿Yến_Vi mà ra con Gtx_1060 bản 3GB nữa thì mấy cái đám từ 480-460 chắc bán cho người âm	False
ôi cái giá . phân khúc tầm trung đây ư	False
﻿Bác nào có cảm_nhận giống mình ko vậy ? Font chữ nhỏ , hiển_thị trên trình_duyệt font bị lỗi hay_sao ấy mà khi gõ chữ trong tìm_kiếm Google đều hiện chữ to chữ nhỏ nhìn rất khó_chịu . Cảm_nhận đầu_tiên khi nâng_cấp bản Win_10_Anniversary này là ko thiện_cảm rồi . Hối_hận khi update quá đi	False
Xấu hơn iphone !	False
﻿S6_edge iron_man vẫn đẹp hơn, màu đen như này không nổi lắm	False
Samsung đang đi đúng hướng ... Nói thật Samsung chỉ cần cải_thiện về pin và cả về bảo_mật nữa thì cũng đủ để kéo ip lại rồi	False
Ngoài việc " chạy theo " thì " ăn_theo " cũng là 1 sở_trường của Samsung ! ? !	False
Cũng có người ăn_theo camera kép của LG = ) )	False
kiếm cái logo táo dán lên_mặt sau nữa_là y_chang luôn !	False
Viên pin ít quá . Pin 3.200 mah thì quá ngon .	False
Sau thời_gian copy Apple ở dòng flagship bị các ném đá , Samsung chuyển sang nhái ở các dòng tầm trung ít bị để_ý hơn ! ? !	False
Apple cũng tham_gia sản_xuất Android à ?	False
Hy_vọng về VN giá tầm trung . Như tầm trung A7 quá đắt ! : (	False
﻿Ip6 . Thiết_kế quá xấu , 2 cái vạch ăng ten nhìn kinh đc . Mầu thì mầu con_gái bede . Giắc cắm với loa thiết_kế ko đẹp so với s_6 . Nói_chung nhìn tổng_thể cái ip_6 của ip xấu thậm_tệ . xấu không_tưởng ( theo lời sam fan . ) Cuối_cùng sau 2 năm học_hỏi . A sam đã copy đx mẫu ip_6 của a táo . Lại thêm đc cái mầu hồng nam_tính ( fan sung bảo thế ) . Như kiểu thầy làm_gì trò làm Vậy . Mãi_mãi chậy theo ko thấy mệt nhỉ .	False
Sao_chép rẻ_tiền thế ? Sẽ ế là cái chắc .	False
﻿Đường dài mới biết ngựa hay , xem 3 năm nữa những chiếc Galaaxy từng tung_hô hơn Iphone về mọi mặt xem nó lặn đâu hết . Đơn_giản nhất hãy lục lại những bài viết cách đây 4 năm khi Iphone_5 ra_mắt cũng là Galaxy_S3 ra_mắt năm 2012 . Bây_giờ Iphone_4 họ vẫn dùng đầy , Iphone_5 vẫn chạy mượt_mà thì Galaxy_S3 bói ko thấy ai cầm trên tay . Đơn_giản đồ của anh Sam dùng 1-2 năm là bong tróc hỏng bất đắc kỳ lâu tử rồi trong khi tiền sửa quá tiền mua máy khác .	False
sao anh không khác đi vậy anh sam sum ... . ! cứ mãi làm giống thế , anh có cái nào đột_phá hơn trong thiết_kế không ... .	False
Con lạy , kiểu_dáng nguyên_liệu thiết_kế đã y_chang , y tới cái lỗ loa lỗ mic lỗ jack cũng y_chang k muốn nói rồi , giờ tới màu mà cũng y chang_chang luôn , k bớt hay thêm đại 1 màu nào_đó cho đỡ mag tiếng , lộ quá z rồi sam fan lấy gì mà ăn_nói .	False
Thiếu mỗi quả táo ở mặt sau nữa thôi	False
﻿Tôi dùng s_7 đây chưa đầy 2 tháng đã chán . Sợ luôn anh_em nhà họ Sam	False
